"","Age","Years.of.Experience","Number.of.Vehicles","Gender","Married","Losses.in.Thousands"
"8042",19,2,"3","M","Married",428.8329385
"7629",61,42,"2","M","Married",326.0285606
"2493",18,0,"1","M","Single",716.2810493
"581",22,4,"1","F","Single",470.262049
"9268",68,51,"3","M","Married",505.8732548
"7877",43,22,"3","M","Single",508.3812419
"2046",16,0,"1","F","Married",378.1407208
"4142",20,3,"2","M","Single",1207.301401
"8510",67,46,"3","M","Married",105.2584553
"2409",35,18,"1","F","Married",293.7317934
"1406",48,30,"1","F","Married",601.8255275
"6255",43,25,"2","F","Single",337.3980296
"14839",55,35,"4","F","Single",465.783215
"12328",45,28,"3","F","Single",375.7681425
"338",19,2,"1","M","Married",339.775025
"12580",18,0,"3","M","Married",394.4975892
"4881",18,0,"2","F","Married",217.1088822
"9215",65,48,"3","M","Married",149.3061342
"7970",21,4,"3","M","Married",452.1745937
"5490",23,4,"2","F","Single",245.9475767
"2711",18,0,"2","F","Married",161.2216649
"15014",20,3,"4","M","Married",758.0724015
"9197",65,47,"3","M","Married",82.26778019
"7594",21,3,"2","M","Single",673.5593531
"9616",22,4,"3","M","Married",353.6721522
"10632",22,4,"3","F","Single",694.2796779
"7096",35,17,"2","F","Single",243.9893016
"15166",56,39,"4","F","Single",549.6540629
"100",67,50,"1","M","Single",78.38607932
"54",60,41,"1","F","Married",227.6644878
"15276",22,5,"4","F","Single",414.7337103
"6101",16,0,"2","M","Single",791.8835425
"10459",39,22,"3","M","Married",140.0731916
"10818",53,34,"3","F","Married",319.79676
"12703",65,48,"3","F","Married",315.9213453
"8855",17,0,"3","M","Married",316.7655233
"11015",27,10,"3","F","Married",368.2570687
"12340",17,0,"3","F","Married",148.3585953
"8924",55,35,"3","M","Single",457.9983437
"11551",18,0,"3","M","Single",1096.765535
"333",20,1,"1","F","Married",356.4554345
"6071",16,0,"2","M","Married",506.5618893
"12738",43,22,"3","M","Single",822.0191275
"9425",70,49,"3","F","Married",39.90354642
"13458",59,42,"4","M","Married",370.8265951
"2507",49,31,"1","M","Married",508.3393905
"4597",63,43,"2","F","Single",18.39388561
"11706",22,3,"3","F","Married",471.4209351
"14393",16,0,"4","F","Single",602.4129398
"4692",22,4,"2","M","Single",1394.085068
"18",20,1,"1","M","Single",772.6448203
"14437",60,42,"4","F","Single",151.9905867
"15076",22,4,"4","M","Single",658.1316668
"8690",21,2,"3","M","Single",470.4019604
"4675",68,51,"2","M","Single",141.1640445
"7679",64,44,"2","M","Married",261.2635133
"11569",70,53,"3","M","Married",372.4882643
"1003",23,4,"1","F","Single",561.8599305
"10107",19,1,"3","F","Married",223.0245441
"13795",30,10,"4","M","Single",407.6963193
"4039",61,40,"2","F","Single",77.56680706
"3627",42,23,"2","M","Single",346.4584209
"2318",66,46,"1","F","Married",259.3302137
"1042",43,25,"1","F","Married",247.6518147
"8103",36,16,"3","M","Single",445.1326713
"7120",17,0,"2","M","Married",276.122448
"7185",22,3,"2","F","Married",166.1769046
"12911",69,49,"4","M","Married",618.1234853
"534",52,33,"1","M","Married",321.4892996
"2961",19,1,"2","M","Married",524.1147808
"7466",25,7,"2","F","Single",735.9151019
"3434",62,45,"2","F","Single",92.90626476
"8360",67,47,"3","F","Married",87.39936221
"7006",69,51,"2","F","Single",231.4608776
"8271",27,10,"3","F","Married",295.489609
"2094",52,31,"1","F","Married",297.9455922
"15245",22,5,"4","F","Single",487.8183517
"5988",18,0,"2","F","Single",326.2736703
"9919",60,40,"3","F","Single",338.3607926
"9489",59,39,"3","M","Single",419.4106329
"13301",18,0,"4","F","Single",602.6899319
"11806",57,40,"3","M","Single",383.4909815
"9813",63,42,"3","F","Single",254.8645781
"11723",61,40,"3","M","Single",649.0457704
"1859",16,0,"1","F","Married",257.9819928
"3641",19,1,"2","F","Married",974.0882952
"5911",32,13,"2","F","Married",336.2135837
"9221",18,0,"3","M","Married",356.6074334
"11734",70,52,"3","M","Single",385.9814073
"3756",32,15,"2","M","Married",218.8316923
"11890",69,50,"3","M","Married",86.94278092
"225",55,34,"1","F","Married",522.9070466
"9494",36,18,"3","F","Single",531.4476528
"11775",65,44,"3","F","Married",453.8406352
"6693",70,53,"2","F","Single",246.7127998
"2951",66,45,"2","F","Married",203.0543293
"273",38,20,"1","M","Single",517.2833796
"4106",60,41,"2","M","Single",52.79849916
"13273",61,42,"4","M","Single",83.7684502
"13539",44,24,"4","F","Married",500.1520161
"7867",20,3,"3","F","Married",258.3707563
"3182",17,0,"2","F","Single",462.9619884
"14576",45,26,"4","M","Single",700.7749063
"11614",20,1,"3","M","Married",242.069893
"5909",67,46,"2","F","Single",146.3974235
"1504",16,0,"1","F","Single",645.3645357
"4067",39,21,"2","F","Married",353.2253567
"5239",61,42,"2","F","Single",373.6039557
"3757",20,1,"2","M","Married",369.5311906
"6821",64,46,"2","F","Single",196.2813898
"5301",56,36,"2","M","Married",679.1324761
"1757",57,37,"1","F","Single",732.7378461
"681",54,35,"1","M","Single",679.0530079
"3807",18,1,"2","F","Married",117.0109629
"14031",49,30,"4","M","Single",419.2073391
"7076",68,51,"2","F","Single",340.4844834
"6921",37,16,"2","F","Single",662.5605733
"9669",49,32,"3","F","Single",452.8799118
"716",64,43,"1","F","Single",299.9230428
"10065",62,42,"3","F","Married",86.11922175
"5260",22,3,"2","M","Married",294.7744672
"12800",59,42,"4","F","Married",573.2609017
"11224",63,43,"3","M","Single",221.2165216
"2015",63,46,"1","M","Married",35.92061417
"4270",67,46,"2","M","Married",220.2491894
"1825",34,14,"1","M","Single",463.571379
"8538",41,24,"3","F","Single",241.1847367
"8129",34,14,"3","F","Single",840.4201906
"4504",39,22,"2","M","Single",185.2458451
"8762",63,45,"3","M","Married",31.09246645
"14338",45,26,"4","F","Married",532.4444303
"10752",66,48,"3","M","Single",48.3477202
"1098",60,43,"1","M","Single",68.2247322
"6526",23,5,"2","F","Single",256.8265508
"775",70,52,"1","F","Single",385.0208974
"4911",18,1,"2","M","Single",518.4613744
"10614",56,36,"3","M","Single",451.3842453
"60",16,0,"1","M","Married",264.7891684
"11162",16,0,"3","F","Single",665.824362
"6694",36,18,"2","F","Married",326.3205155
"10422",50,30,"3","M","Married",143.5985795
"9636",33,14,"3","M","Married",386.0097307
"8270",39,21,"3","M","Single",512.1963882
"10173",50,30,"3","M","Single",482.6817559
"9499",25,6,"3","F","Single",550.1674199
"4182",18,0,"2","M","Single",643.2453717
"14593",21,3,"4","M","Married",281.7888965
"13907",43,25,"4","M","Single",454.5790551
"10640",61,44,"3","M","Single",213.3879924
"8853",70,49,"3","F","Married",353.9014798
"1733",28,9,"1","F","Single",481.8169922
"7950",22,3,"3","F","Married",310.9574139
"14589",38,18,"4","F","Single",393.7192587
"12976",70,49,"4","F","Married",321.1239141
"133",60,42,"1","M","Single",97.82479138
"3412",65,48,"2","F","Married",273.7696758
"1878",35,17,"1","F","Single",394.0789555
"4711",62,44,"2","F","Single",386.6502847
"10489",70,53,"3","F","Single",366.5098281
"14319",19,0,"4","M","Single",403.3128501
"10325",49,28,"3","F","Single",344.7069153
"7283",59,40,"2","M","Single",419.3886548
"6295",61,43,"2","M","Married",323.592949
"13696",63,46,"4","F","Married",76.30185594
"1735",60,39,"1","M","Married",363.9823492
"1085",62,44,"1","M","Married",57.34341336
"12830",24,6,"4","M","Single",888.3916178
"6125",68,50,"2","F","Single",396.2453688
"612",41,22,"1","F","Married",381.0411775
"15115",25,7,"4","F","Married",203.7830455
"6761",28,9,"2","F","Married",291.6173826
"8915",32,12,"3","F","Single",517.531517
"3907",57,36,"2","M","Married",353.1485605
"2269",30,9,"1","M","Married",353.9876552
"1648",46,28,"1","M","Single",489.5102333
"7322",20,2,"2","M","Single",672.6785805
"7904",66,46,"3","M","Single",86.74451832
"2029",43,25,"1","F","Married",287.5238284
"2448",35,18,"1","F","Single",404.5501101
"10987",46,29,"3","F","Married",287.0311919
"7604",30,11,"2","F","Single",291.7805945
"12413",63,44,"3","M","Married",58.88540421
"9710",23,6,"3","F","Married",254.098712
"188",24,6,"1","M","Single",1070.204776
"9992",61,40,"3","M","Single",234.409396
"12852",58,39,"4","M","Married",400.762108
"9106",49,28,"3","M","Single",241.2678611
"1547",24,6,"1","M","Single",383.1709874
"13272",22,4,"4","M","Married",721.1489608
"9731",38,17,"3","F","Married",340.5794941
"2141",21,4,"1","M","Married",565.0137498
"10738",25,7,"3","M","Single",625.0268
"13579",55,38,"4","M","Single",202.5981806
"6061",60,40,"2","F","Married",447.3291084
"4289",68,47,"2","F","Single",55.59478521
"3737",24,6,"2","F","Single",599.6876001
"3210",53,33,"2","M","Single",680.6276518
"8146",46,27,"3","M","Married",351.9557039
"10896",59,40,"3","F","Single",439.1101835
"9641",68,48,"3","F","Married",101.9932844
"7869",68,47,"3","M","Married",194.9321915
"11682",26,5,"3","M","Single",448.7766873
"10929",30,13,"3","F","Single",419.5318237
"289",36,15,"1","F","Single",877.9333318
"5483",17,0,"2","M","Single",1033.629031
"14793",21,3,"4","F","Single",737.9319218
"11483",56,35,"3","F","Single",690.1345826
"13293",47,28,"4","M","Single",367.8319775
"7808",39,18,"3","F","Married",336.9570075
"12264",17,0,"3","M","Married",417.5986667
"8396",53,33,"3","M","Single",631.9767168
"9615",65,48,"3","M","Single",114.0439503
"7356",35,16,"2","F","Single",325.5331817
"10972",17,0,"3","F","Single",481.6609542
"11801",38,17,"3","F","Married",296.1898285
"57",42,21,"1","M","Single",368.9411753
"751",38,18,"1","M","Married",690.219118
"12460",28,10,"3","M","Married",656.1247051
"8285",23,4,"3","F","Single",295.918131
"4512",63,43,"2","F","Single",665.2165102
"13793",59,38,"4","F","Single",395.7263244
"8498",67,50,"3","M","Single",79.30935632
"7638",34,13,"2","M","Married",378.058951
"5518",66,47,"2","F","Single",127.9202249
"4593",68,49,"2","F","Single",43.40882502
"11617",63,44,"3","F","Single",52.01138969
"603",68,50,"1","M","Single",218.6882265
"5227",62,44,"2","F","Single",177.0450044
"12307",21,3,"3","M","Single",529.1282353
"10027",65,44,"3","M","Single",390.0503247
"15128",47,28,"4","F","Single",423.1020821
"7967",16,0,"3","M","Married",581.2386757
"1972",20,3,"1","F","Married",307.6119306
"11273",59,42,"3","M","Single",708.7560801
"12736",34,15,"3","F","Married",332.7724649
"2931",70,51,"2","M","Single",381.3348415
"11065",61,44,"3","M","Married",331.0056722
"8562",60,41,"3","M","Married",61.70621631
"13749",67,50,"4","F","Single",214.6759856
"2278",36,18,"1","M","Married",233.4536465
"7550",22,3,"2","M","Single",663.7236283
"12533",19,1,"3","M","Married",1195.283536
"12483",31,10,"3","M","Single",425.5953663
"340",35,17,"1","M","Married",167.8386883
"14005",58,40,"4","M","Single",313.6963702
"7035",19,2,"2","F","Single",484.1244503
"5584",69,51,"2","M","Single",408.3617678
"5991",62,44,"2","M","Married",390.3009479
"1334",34,13,"1","M","Single",435.9831882
"2322",30,12,"1","M","Married",204.6908311
"5816",36,17,"2","M","Married",374.6881469
"4903",68,48,"2","M","Single",762.3992413
"5956",30,9,"2","F","Single",377.6546915
"4361",34,16,"2","M","Married",686.6682312
"8035",30,13,"3","F","Married",157.4228629
"2236",61,41,"1","F","Single",45.83002147
"13716",26,5,"4","M","Married",375.727011
"631",62,41,"1","F","Single",463.944586
"5336",60,42,"2","F","Single",404.5349121
"13800",20,3,"4","F","Married",325.5778853
"9252",29,10,"3","F","Married",304.5682218
"879",37,19,"1","F","Single",589.0525916
"5876",17,0,"2","F","Married",229.0497519
"6104",63,46,"2","M","Married",534.8545625
"7282",67,50,"2","F","Single",62.35947994
"6443",19,2,"2","M","Single",1103.528284
"8931",36,19,"3","M","Single",484.2749778
"2006",31,12,"1","F","Single",205.8293962
"13008",56,35,"4","F","Single",331.7787397
"8158",64,47,"3","M","Single",251.5561758
"7854",68,51,"3","M","Single",355.3273666
"1674",17,0,"1","F","Single",469.0068711
"10914",20,1,"3","M","Single",671.5744658
"11198",60,39,"3","M","Single",75.09425088
"660",23,6,"1","M","Single",801.8957989
"11739",67,50,"3","M","Single",335.8424386
"3858",36,17,"2","F","Married",320.3074776
"14751",23,6,"4","M","Single",575.8389248
"9208",20,1,"3","F","Single",573.5512437
"13572",28,9,"4","F","Married",326.5485067
"101",54,34,"1","M","Married",314.085069
"5033",57,38,"2","M","Married",506.5945122
"5997",53,34,"2","F","Single",420.2826154
"13162",61,41,"4","M","Single",108.1750946
"8973",34,16,"3","M","Married",286.085105
"12907",50,30,"4","F","Single",681.9795945
"10834",49,32,"3","M","Married",129.0761649
"14362",64,43,"4","M","Married",188.6404174
"2193",36,17,"1","F","Married",249.8851289
"2737",58,40,"2","F","Married",292.4367434
"6195",24,5,"2","M","Single",851.6316833
"1248",20,1,"1","F","Single",625.5405704
"3200",22,5,"2","F","Single",728.2709886
"8181",28,9,"3","M","Single",399.0786122
"5722",17,0,"2","F","Single",715.003246
"8084",58,38,"3","M","Married",346.7603534
"11860",55,36,"3","F","Married",269.7842954
"9179",62,42,"3","F","Single",425.8344765
"5596",61,43,"2","F","Single",288.0075676
"10142",47,28,"3","F","Single",316.5179913
"1556",38,18,"1","M","Single",588.097128
"3911",68,51,"2","M","Single",91.19959014
"8486",37,16,"3","M","Married",392.7113111
"2289",21,3,"1","M","Married",398.4218218
"12193",54,35,"3","M","Single",592.1765216
"12111",17,0,"3","F","Single",1102.664607
"6827",54,34,"2","F","Single",685.0277859
"11052",19,2,"3","M","Single",686.5275682
"4220",20,1,"2","M","Single",1370.142171
"938",16,0,"1","F","Single",272.0139319
"6292",51,32,"2","F","Single",643.4801329
"6599",16,0,"2","M","Single",631.1747614
"15196",21,4,"4","F","Single",320.6237384
"2644",36,16,"2","F","Single",799.3756691
"7239",67,46,"2","M","Married",125.7203764
"274",64,45,"1","M","Single",105.4432074
"11045",34,16,"3","F","Married",185.3279228
"7989",67,48,"3","F","Married",188.8283073
"9156",22,3,"3","M","Single",953.0572637
"6686",69,51,"2","M","Married",364.1887136
"3985",59,40,"2","M","Married",436.4017589
"6582",19,2,"2","F","Married",563.5223583
"11312",33,14,"3","F","Married",376.4119155
"8355",27,6,"3","F","Single",427.4058448
"5633",46,26,"2","M","Single",484.2038417
"11574",23,4,"3","F","Single",186.0547352
"4545",53,33,"2","M","Single",490.6586864
"8294",39,18,"3","F","Single",426.3535978
"6497",22,5,"2","M","Married",528.3099659
"3834",58,39,"2","M","Single",867.1481766
"7918",51,32,"3","M","Married",201.7821036
"3298",35,16,"2","M","Single",397.4040398
"7746",63,46,"3","F","Married",178.7704606
"6382",58,39,"2","M","Single",486.7217129
"15237",70,51,"4","M","Married",331.8877544
"8864",20,1,"3","F","Married",319.4140616
"7812",22,4,"3","M","Married",530.5909941
"2128",30,12,"1","M","Married",241.4614472
"7976",51,30,"3","M","Married",641.8876964
"6084",39,22,"2","F","Single",542.9901738
"6381",62,43,"2","F","Single",676.2909917
"11875",22,5,"3","M","Married",165.7234505
"10254",30,13,"3","F","Single",751.4022995
"6510",40,22,"2","M","Single",232.1852081
"7427",20,2,"2","F","Married",248.0012105
"3455",47,27,"2","M","Single",410.7950507
"1081",17,0,"1","F","Single",424.7723034
"5574",69,52,"2","M","Single",93.95705645
"187",36,15,"1","F","Married",376.2971849
"12355",65,47,"3","M","Married",16.7670884
"14136",21,4,"4","F","Single",898.1259855
"10095",34,15,"3","M","Single",590.1613276
"11772",62,45,"3","F","Single",111.8627906
"12699",61,44,"3","F","Single",329.4015182
"7680",45,26,"2","F","Single",470.9851536
"7906",49,28,"3","F","Married",352.3441305
"3936",65,47,"2","M","Married",47.80091757
"9384",49,30,"3","F","Single",165.2570255
"3465",58,39,"2","M","Single",182.9690787
"4103",60,43,"2","F","Single",39.69274047
"10187",20,2,"3","M","Single",1291.362186
"10353",40,21,"3","M","Single",431.5806008
"2463",54,35,"1","F","Single",434.5258236
"4359",22,4,"2","M","Married",420.0226607
"1106",70,53,"1","M","Single",251.1951899
"10145",68,51,"3","M","Married",156.5496923
"7837",43,26,"3","M","Married",393.0837453
"1933",58,41,"1","M","Married",336.3238418
"13855",20,3,"4","F","Single",635.7349774
"7992",34,15,"3","M","Married",344.3373564
"11212",17,0,"3","M","Married",499.8436639
"12071",19,1,"3","M","Single",620.410962
"12484",25,7,"3","F","Married",102.3794161
"11381",69,50,"3","M","Married",200.4243184
"9101",23,6,"3","F","Married",155.4213447
"8941",25,7,"3","M","Single",442.6206801
"14317",60,43,"4","F","Single",305.7744547
"426",26,5,"1","F","Married",278.9689585
"5968",19,0,"2","M","Married",397.9584215
"5052",62,44,"2","M","Married",37.8728243
"5576",63,45,"2","M","Married",244.1756341
"2444",70,53,"1","F","Single",158.83813
"4542",67,47,"2","M","Married",221.5763437
"14332",38,18,"4","M","Single",429.5579461
"10788",46,29,"3","M","Married",417.3312181
"3863",17,0,"2","M","Single",589.5833291
"1642",62,41,"1","F","Single",39.72257576
"14871",45,26,"4","F","Single",292.768699
"11459",16,0,"3","M","Single",651.8411728
"6819",55,36,"2","M","Married",225.4633325
"11449",19,2,"3","F","Married",166.7179783
"1122",52,35,"1","F","Married",329.647359
"1638",34,13,"1","M","Single",484.1111346
"1838",16,0,"1","F","Married",426.1706197
"10488",25,7,"3","M","Single",610.8998125
"10748",63,42,"3","F","Single",202.4144153
"14087",17,0,"4","M","Married",222.9376199
"4098",24,5,"2","M","Single",1151.642678
"2837",40,23,"2","F","Single",455.7260968
"11366",25,6,"3","M","Married",611.5135423
"10327",36,18,"3","M","Single",587.1620594
"3080",60,43,"2","M","Single",40.97117488
"10559",67,49,"3","F","Married",141.0942506
"12295",23,5,"3","M","Married",498.5825402
"7510",63,45,"2","M","Married",130.4559443
"13299",48,31,"4","F","Married",297.4743852
"13484",24,6,"4","F","Single",263.4604824
"9368",64,43,"3","F","Married",166.9618452
"1026",51,31,"1","M","Single",600.436007
"11717",18,0,"3","F","Single",360.5706407
"6799",47,27,"2","F","Married",354.7019674
"5547",53,35,"2","M","Single",182.8276235
"4241",19,0,"2","M","Married",867.23165
"5979",60,39,"2","M","Single",273.4860076
"13292",61,44,"4","M","Single",424.6948368
"3749",67,48,"2","F","Single",52.23572795
"8058",35,15,"3","M","Married",420.7846261
"2865",40,21,"2","F","Married",319.8772113
"2732",68,47,"2","F","Single",319.8246911
"10182",60,43,"3","M","Single",553.352897
"4442",41,21,"2","F","Single",421.7293981
"1961",25,8,"1","M","Married",453.8468682
"823",40,20,"1","M","Married",502.6195503
"13189",53,36,"4","M","Married",682.7015018
"8050",34,13,"3","F","Married",321.3345312
